지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조 시간(hr)
146,2017-07-31,25.1,23.9,1730,26.6,814,23.7,.7,97.3,0
146,2017-08-01,28,22.6,441,33.8,1532,,1.2,81.3,7.4
146,2017-08-02,28.4,25.8,538,33.5,1432,4.6,.7,87.6,7.9
146,2017-08-03,29,24.3,554,33.6,1505,,1,71.8,11.8
146,2017-08-04,29.6,23.8,517,35,1440,,.9,75.8,10.8
146,2017-08-05,31.2,26.5,523,35.1,1347,,1,74.1,11.2
146,2017-08-06,30.5,26.8,547,35,1359,,1.1,75.6,8.8
146,2017-08-07,29.2,25.9,555,33.1,1416,,1.4,74.8,10.8
146,2017-08-08,28.4,25.6,403,31.7,1253,0,.5,73.6,.3
146,2017-08-09,25.1,22.8,531,28.2,1516,13.1,1.2,93.1,0
146,2017-08-10,27,24,259,30.8,1342,.8,1.5,83.6,5.7
146,2017-08-11,27.3,23.3,531,32.1,1519,,.9,77.3,8.9
146,2017-08-12,27.2,23.5,557,31.2,1337,,.7,76.8,4.4
146,2017-08-13,24.4,21.6,2346,26.8,1331,11.7,1,84.5,0
146,2017-08-14,23,20.9,532,26.3,1100,41.8,1.2,92.6,.5
146,2017-08-15,24.6,22.5,16,27.4,1412,1.6,1.4,91.6,0
146,2017-08-16,25.9,23.2,643,30.2,1439,1.3,1,87,3.6
146,2017-08-17,26,23.5,439,29.9,1407,0,1.1,83.4,7.1
146,2017-08-18,25.8,21.8,1234,30,1638,1.2,.8,81.9,8.3
146,2017-08-19,26.3,23,429,30.8,1224,0,.8,81.3,3.4
146,2017-08-20,26.7,23.9,903,31.2,1339,2.4,2.5,81.5,2.5
146,2017-08-21,24.9,22.3,132,28.9,1520,72.8,1.4,91.8,.9
146,2017-08-22,26.5,23.9,29,31.7,1245,9.6,.7,90.9,5.5
146,2017-08-23,29,25,159,33.1,1210,2.2,1.8,83.8,9.9
146,2017-08-24,28.3,24.1,2209,31.5,1437,79.1,2.9,85.8,6.2
146,2017-08-25,26.3,22.8,2400,31.5,1446,0,1.1,79.4,6.4
146,2017-08-26,23.9,19.5,608,29,1318,,1.4,62.8,8.6
146,2017-08-27,23.9,17.5,535,30.4,1354,,1.3,61.8,11.9
146,2017-08-28,24.9,20.1,545,28.8,1707,29.8,1.5,82.1,2.4
146,2017-08-29,21.5,18.1,2255,26.9,1645,.3,2.3,65.6,10.5
146,2017-08-30,18.9,16.5,623,21.9,1644,0,1.4,65.6,.4
146,2017-08-31,21.6,16.3,620,27.2,1345,,1.4,70.3,11.4
146,2017-09-01,22.3,16.1,551,28.4,1355,,1.3,63.9,12
146,2017-09-02,21.9,16.8,549,27,1526,,1.4,66.9,8.7
146,2017-09-03,22.9,16.8,616,28.9,1602,,1.1,61.4,10.9
146,2017-09-04,23.4,19.2,620,28.4,1323,,1.2,60.8,6.9
146,2017-09-05,20.4,19.5,1029,22.5,915,10.5,.8,89.4,0
146,2017-09-06,20.4,18,2251,23.3,1253,9.3,.9,92.6,0
146,2017-09-07,21.6,17.8,540,26.9,1531,0,1.3,84.5,6.2
146,2017-09-08,22.6,19.4,552,27.1,1344,,.9,83.8,6.5
146,2017-09-09,23.1,19.3,540,28,1357,,.7,84.1,5.9
146,2017-09-10,24,19.7,534,29.3,1231,0,.6,80.4,1.8
146,2017-09-11,20,17.3,404,23.4,3,33,1.7,96.6,0
146,2017-09-12,21.7,17.2,2359,27.2,1314,,1.3,83.8,9.8
146,2017-09-13,20.6,14.8,606,27,1503,,1.5,77.4,11.6
146,2017-09-14,21.7,14,538,28.2,1515,,1.1,73,11.6
146,2017-09-15,21.7,18.1,337,26.6,1224,,1.9,62.4,8
146,2017-09-16,20.8,15.7,646,25.4,1548,,1.5,71.6,3.9
146,2017-09-17,22.3,17.1,416,28.1,1253,,1.8,78.6,5.7
146,2017-09-18,21.4,17,450,26.3,1344,,1.7,81.9,9.3
146,2017-09-19,23.6,18.5,103,28.2,1348,,2.2,81.5,4.2
146,2017-09-20,20.4,15.9,2357,25.3,1539,0,2.2,75.9,7
146,2017-09-21,19.2,13,616,25.7,1401,,1.3,76.3,11.1
146,2017-09-22,20.9,15.6,442,27.4,1448,,1.5,74.6,11.2
146,2017-09-23,21.3,16.6,631,25.9,1409,,.9,86,4.7
146,2017-09-24,22.5,18.2,550,27.9,1448,,1.2,85.1,6.8
146,2017-09-25,23.2,18.5,747,30.4,1540,,1,82.1,7.1
146,2017-09-26,24.7,19,612,30.7,1349,,1.2,69.9,9.3
146,2017-09-27,19.5,18.1,531,23.9,51,39.1,1.6,96.8,.1
146,2017-09-28,19.8,16,2400,24.9,1337,,1.9,77.4,8.7
146,2017-09-29,16.7,12,721,22.3,1507,,1.3,57.8,7.9
146,2017-09-30,18.7,10.9,626,27.5,1441,,1.6,58.6,10.8
146,2017-10-01,16.8,14.2,1555,19.8,836,13.5,1.2,80.6,0
146,2017-10-02,19.8,17,800,23.4,1638,2.4,1.2,94.8,.7
146,2017-10-03,18.6,15.7,626,23.4,1356,,1.3,75.5,8.4
146,2017-10-04,17.8,12,624,23.6,1410,,1.2,75.9,8.3
146,2017-10-05,18.4,15.6,2357,22,1141,0,1.3,74.4,1.9
146,2017-10-06,16.8,14.7,233,18.5,1609,1.2,.6,97.3,0
146,2017-10-07,19.9,16.8,540,25.2,1507,,.7,88.5,3.7
146,2017-10-08,21.3,16.7,606,28,1518,,1.1,85.3,9
146,2017-10-09,22.1,17.2,618,27.7,1514,,1.3,82.5,10.2
146,2017-10-10,22.5,17.8,629,28,1350,,1.1,87.9,6.3
146,2017-10-11,17.6,14,2339,21.9,530,5,1.8,96.3,0
146,2017-10-12,12.5,10.9,2358,14.3,3,6.1,1.3,95.8,0
146,2017-10-13,12.8,7.7,707,18.9,1408,,1.5,73.9,9
146,2017-10-14,15,9.4,624,21.1,1427,,2.1,59.6,8.5
146,2017-10-15,15.5,11.5,644,20.6,1408,0,1,72.8,1.8
146,2017-10-16,16.4,13.7,428,21,1512,,1.3,75.8,1.9
146,2017-10-17,15.9,10.1,715,22.2,1316,,1,79.5,8.1
146,2017-10-18,16.8,14.1,32,20.3,1154,0,1.3,72.1,.7
146,2017-10-19,16.9,12.7,646,22.4,1517,,1,71.5,6.7
146,2017-10-20,16.7,11.5,620,23.5,1343,,1.3,73.9,10.5
146,2017-10-21,16.3,10.5,624,23.2,1439,,1.8,70.6,10.5
146,2017-10-22,16.4,9.8,646,22.6,1323,,2.7,61.6,9.4
146,2017-10-23,13.9,9.3,649,19.4,1332,,1.6,65.1,9.3
146,2017-10-24,12.8,8.9,515,19,1410,0,1.3,80.4,5.4
146,2017-10-25,12.8,7.6,614,18.8,1500,,1.5,81.3,9.7
146,2017-10-26,13.8,8.5,319,20,1510,,1,74.4,5.1
146,2017-10-27,15.3,10.7,735,22.1,1408,,1.1,71,5
146,2017-10-28,16.5,9.8,645,23.5,1524,,1.3,75.3,7.5
146,2017-10-29,11.9,7,2315,18,1228,,2.2,76.1,7.5
146,2017-10-30,8.2,4.2,711,13.4,1500,,1.4,53.5,9.9
146,2017-10-31,9.3,2.4,608,16.9,1422,,1.5,65.4,10
146,2017-11-01,12.7,6.5,659,18.9,1453,,1.4,77.1,5.4
146,2017-11-02,13.8,9.8,549,19.2,1525,,1.2,86.4,5.5
146,2017-11-03,11.8,7.8,2231,17.2,1059,0,2.2,80.9,4.2
146,2017-11-04,8.5,5,714,13.2,1416,,1.5,66,8.2
146,2017-11-05,8.4,1.8,619,15.6,1517,,1.2,72.3,9.8
146,2017-11-06,9.7,3.3,656,16.7,1427,,1.4,73.4,9.3
146,2017-11-07,15.8,9.1,300,22.1,1325,,1.1,77,4.4
146,2017-11-08,13.8,7.6,2358,18.5,1140,0,2.5,80.8,8
146,2017-11-09,9.8,3.5,653,17.6,1537,,1.1,63.4,9.6
146,2017-11-10,12.8,7.8,614,19.9,1356,0,2.9,74.8,3.5
146,2017-11-11,7.4,3.6,2400,12.7,1532,,1.7,61.9,9.5
146,2017-11-12,6.7,1.3,643,12.9,1525,,1.3,69.3,8.9
146,2017-11-13,8.7,2.2,509,13.6,1611,,1.2,69.1,1.8
146,2017-11-14,9.7,5.9,2343,14.2,1332,0,1.8,61.6,8.8
146,2017-11-15,6.7,4.6,2108,11,1332,0,1.9,55.6,5.4
146,2017-11-16,4.4,.6,544,9.5,1407,,1.2,57.3,9.5
146,2017-11-17,6.5,-.2,307,11.4,1437,0,1.3,58.3,2.9
146,2017-11-18,1.4,-2.1,2400,9.3,1,0,3.9,49.5,9.5
146,2017-11-19,1.2,-3.1,647,5.4,1245,,1.5,49.4,6.1
146,2017-11-20,4.7,-.4,512,9.4,1404,0,1.4,57,9
146,2017-11-21,3.9,-.8,637,9.7,1428,,1.3,65.1,9.5
146,2017-11-22,6.5,1.5,123,11.3,1227,0,2,70.3,.2
146,2017-11-23,2.4,.3,1011,5.4,1552,2.6,1.3,76.3,5
146,2017-11-24,2.6,-.3,2400,7.3,1230,.5,1.9,85.3,3.5
146,2017-11-25,6.8,-.5,43,12.4,1511,,2.2,67.6,8.5
146,2017-11-26,8.4,2.9,2324,12.2,1018,0,2.3,72.8,4.1
146,2017-11-27,3.9,-.9,611,9.8,1446,,.8,73.6,8.5
146,2017-11-28,7.4,1.4,530,14.4,1419,0,1,81.4,2.8
146,2017-11-29,7,2.7,2359,11,1259,0,2.4,54.5,4.6
146,2017-11-30,.9,-1.4,2256,5.5,1413,,2.6,42.8,8.5
146,2017-12-01,.1,-3.3,709,4.6,1506,,1.7,37.6,9.2
146,2017-12-02,3.9,-.2,2,9.3,1413,0,1.1,51.1,6.3
146,2017-12-03,7.1,.7,218,14.1,1339,,1.7,68,6.5
146,2017-12-04,2.9,-1.4,2350,7.5,45,.8,2.5,67.5,5.8
146,2017-12-05,-1.5,-4.8,716,1.8,1342,0,2,56,9.1
146,2017-12-06,3.4,-2.6,3,8.9,1426,.6,1.6,65.8,6.4
146,2017-12-07,4.1,.9,2354,7.4,1451,5.1,1.9,74.4,1
146,2017-12-08,-.5,-2.7,640,2.7,1353,,2.4,54.4,7.3
146,2017-12-09,2,-1.5,4,5.6,1346,.7,1.5,74.9,.1
146,2017-12-10,5.4,.3,2354,9.8,1149,3.4,2.8,75.5,2.4
146,2017-12-11,-2.8,-5.6,2312,.3,1,1,2.4,79.1,1.2
146,2017-12-12,-5.2,-7.9,558,-2.1,1500,,2.3,61,9.1
146,2017-12-13,-4.4,-7.3,642,0,1438,,1.4,57.3,9.1
146,2017-12-14,-3.7,-9.4,711,1.3,1517,,1,58.4,7
146,2017-12-15,-.5,-6.3,719,4.6,1442,0,1,50.4,4.1
146,2017-12-16,-1.4,-4.4,2228,1.6,216,0,2.3,55.8,5.2
146,2017-12-17,-3.4,-6.5,514,.4,1549,,1.6,56.6,8.4
146,2017-12-18,2,-5.1,55,7.1,1335,0,2,64.3,2.9
146,2017-12-19,-.3,-3,2029,4.8,2,0,2.2,57.9,5.7
146,2017-12-20,1,-4.6,724,6.3,1356,0,1.4,64.1,7.6
146,2017-12-21,.6,-2,701,4.2,1511,0,1.3,74.8,6.2
146,2017-12-22,3,-2.3,104,9,1446,,1.4,64,2.5
146,2017-12-23,5.7,.7,640,12.4,1354,,1.5,76.8,5.8
146,2017-12-24,6.2,2.9,2334,9.5,1359,22.7,2.4,86.6,.3
146,2017-12-25,.8,-1.4,727,3.6,1447,,2.6,56.9,9.1
146,2017-12-26,-.2,-4.2,2340,4.8,1320,.5,2.4,70.3,5.2
146,2017-12-27,-3.2,-6.7,739,.3,1507,,1.5,48.6,9.2
146,2017-12-28,-1.1,-5.6,204,2.7,1501,,1.2,59.1,.2
146,2017-12-29,3.8,-1,1,7.4,1543,0,.7,78.3,0
146,2017-12-30,4.6,.8,450,8.2,1238,1.5,1,78.5,1.1
146,2017-12-31,2.5,.2,728,6.2,1343,.2,2.2,64.1,7.9
146,2018-01-01,1,-2.7,800,5.2,1508,,1.2,58.9,8.2
146,2018-01-02,.7,-3.2,326,6.7,1255,0,1.6,74.6,3.3
146,2018-01-03,-1.7,-4.1,650,1.6,1515,,1.6,57.9,8.3
146,2018-01-04,-2.1,-4.3,816,.8,1449,,1.3,59.3,4.7
146,2018-01-05,-.2,-2.4,758,4.1,1448,,1.5,64.1,7.2
146,2018-01-06,-.1,-4.2,507,5,1512,,1.2,69.1,9
146,2018-01-07,.1,-4.7,651,3.6,1431,0,.9,73.8,.3
146,2018-01-08,1.7,.4,754,3,319,4,1.4,89.5,0
146,2018-01-09,-1.1,-2.8,747,.9,2,5,2.6,89.1,1.6
146,2018-01-10,-4.3,-7.4,2303,.1,151,5.3,2.1,84,2.7
146,2018-01-11,-7.9,-9.7,423,-4.8,1415,.1,1.3,71.8,6
146,2018-01-12,-8.1,-12.3,707,-4.8,1422,,1.4,67.3,8.7
146,2018-01-13,-1.2,-8.2,1,4.5,1435,0,1.4,69.1,7.8
146,2018-01-14,2.4,-4.3,628,7.5,1426,,1.8,68.4,5.3
146,2018-01-15,5.6,2.1,2359,9.9,1510,,1.4,80.4,6.4
146,2018-01-16,4.9,1.2,358,8.6,1353,5,1.1,86.5,0
146,2018-01-17,4.7,2.9,809,7.4,1545,6.7,1.3,93.8,1
146,2018-01-18,4.4,1,2357,8.2,1325,0,1.3,85.5,2.6
146,2018-01-19,.7,-2.6,746,5,1356,,1.1,72.1,5.8
146,2018-01-20,1.7,-4,659,8.2,1356,,1.2,73.9,7.6
146,2018-01-21,1.8,-2.1,754,6.2,1545,,1.1,73.1,5.5
146,2018-01-22,4.1,.1,2357,10.1,1252,2.3,2.5,65.9,2.5
146,2018-01-23,-5.6,-9.1,2354,.1,1,,3.7,53.1,8.7
146,2018-01-24,-10.2,-12.8,728,-6.3,1438,0,3.3,47,9.5
146,2018-01-25,-9.6,-13.4,715,-4.5,1531,,2.6,50,7.9
146,2018-01-26,-10.1,-13.6,718,-4.6,1547,,2.7,54.9,9.6
146,2018-01-27,-7.3,-15,621,-1.6,1452,,1.3,49,9.4
146,2018-01-28,-2.7,-5.5,2337,1.9,1432,0,2.2,47,7.6
146,2018-01-29,-5.1,-7.2,747,-1.4,1524,0,2,50.4,8.7
146,2018-01-30,-4.1,-10.1,653,1.5,1443,,1.5,55.1,8.2
146,2018-01-31,-.1,-4.3,210,4.8,1322,,1.4,60,4.2
146,2018-02-01,-1.4,-5.7,747,4.1,1433,,1.5,49.5,9.8
146,2018-02-02,-2.1,-7.4,532,3.6,1455,,1.3,50.5,9
146,2018-02-03,-4.2,-7.6,2326,-.9,1359,0,3.2,55.4,7.5
146,2018-02-04,-6.7,-9.3,700,-2,1405,,2.5,48.8,9.7
146,2018-02-05,-6.2,-9.9,621,-1.4,1431,,2.4,49.9,8.2
146,2018-02-06,-6.9,-10.7,646,-2.3,1429,.1,2.3,51.4,8.6
146,2018-02-07,-5.8,-11.6,747,-.1,1452,,1.5,54.6,9.7
146,2018-02-08,-2,-9.1,710,5.8,1524,,1.4,46.1,9.7
146,2018-02-09,3.1,-2.6,6,8.9,1358,,1.5,53.1,7
146,2018-02-10,.7,-4.7,2350,7.3,1244,,2.8,60.4,4.2
146,2018-02-11,-3,-5.4,542,.5,1451,.6,2.4,74.1,6.9
146,2018-02-12,-4,-7.9,712,1.4,1404,.7,2.5,81.5,5.8
146,2018-02-13,0,-5.9,728,5.8,1531,.3,1.9,64,10
146,2018-02-14,5.7,-.2,318,12.5,1323,,3,70.5,4.3
146,2018-02-15,1.2,-2,732,6.7,1623,,1.8,54.3,7.7
146,2018-02-16,.6,-3.5,756,6.9,1527,,1.3,58.8,7.8
146,2018-02-17,-.3,-2.9,544,4.4,1519,,2.3,41.6,9.3
146,2018-02-18,1.5,-2.8,730,7.2,1359,,1.1,31.5,2.3
146,2018-02-19,4,-.8,638,10.6,1529,,1.2,49.4,5.8
146,2018-02-20,2.7,-2.2,713,8.6,1439,,1.7,56.3,6.2
146,2018-02-21,.7,-2.3,732,5.3,1524,,1.8,34.5,5.5
146,2018-02-22,.8,-5.8,602,7.6,1513,,1.7,48.9,9.3
146,2018-02-23,6.6,-.1,1,11.3,1619,,2.3,62.1,4.5
146,2018-02-24,5,.4,332,11.9,1500,,1.4,64.9,4.7
146,2018-02-25,3.4,-.5,2353,10.8,1522,,1.5,49.1,5
146,2018-02-26,3.9,-3.5,720,12.3,1556,,1.3,45.4,10.4
146,2018-02-27,7.8,1.4,638,14.7,1344,,1.6,40.9,8.4
146,2018-02-28,6.4,1.8,2026,11.8,1102,19.8,2.4,74.6,0
146,2018-03-01,1.6,-2.4,2331,4.9,711,.3,4.1,75.3,8.7
146,2018-03-02,1.3,-4.8,723,8.5,1648,,1.4,55.4,10.5
146,2018-03-03,9.7,-.2,311,18.9,1542,,1.4,50.8,9.9
146,2018-03-04,15.8,10.7,31,22.7,1417,16.6,1.9,74.4,5.9
146,2018-03-05,8.4,4,2329,16.8,9,20.6,2.6,87.5,2.3
146,2018-03-06,6.3,.9,656,14.2,1543,,1.6,70,10.7
146,2018-03-07,7.1,2.9,204,12.3,1354,5,1.6,69.9,.9
146,2018-03-08,2.8,.4,649,6.4,1550,10.3,2.6,94.9,0
146,2018-03-09,3.1,1.1,2336,6,1654,,1.3,80.9,1.4
146,2018-03-10,4.4,.2,656,10.6,1422,,1.5,76.5,9.5
146,2018-03-11,6.9,1.2,205,14,1527,,1.4,73,9.3
146,2018-03-12,8.9,1,707,17.5,1502,,1.6,67.1,10.2
146,2018-03-13,15,6.3,1,22,1509,,2.5,55.9,9.8
146,2018-03-14,17.3,10.6,614,24.6,1536,,1.9,59.9,10.1
146,2018-03-15,12.8,5.9,2328,16.8,318,12.1,2.2,96.1,0
146,2018-03-16,8.1,5.1,2359,13.5,1433,.3,2,77,4.4
146,2018-03-17,7.7,3.8,216,14,1446,,1.6,72,9.5
146,2018-03-18,8.5,2.7,511,12.3,1514,10.1,.9,88.4,.1
146,2018-03-19,10.9,8.4,2115,14.2,1402,15.7,1.5,91.5,0
146,2018-03-20,8,1.5,2358,12.2,1248,0,3.3,49.6,3.6
146,2018-03-21,1.6,.1,512,3.6,1243,7,2.7,95.4,0
146,2018-03-22,4.6,.7,701,11.6,1421,0,1.9,76.8,10.8
146,2018-03-23,6.1,.8,602,12.6,1558,,1.4,71.4,10.6
146,2018-03-24,8.2,1.4,543,16.2,1452,,1.5,71.6,7.5
146,2018-03-25,9.6,2.4,651,18.5,1451,,1.3,83.3,9.9
146,2018-03-26,11.4,4.4,654,19.6,1547,,1.3,76.5,10.8
146,2018-03-27,13.8,7.1,553,21.8,1418,,1.9,68.1,9.8
146,2018-03-28,14.9,8.1,547,22.2,1450,,2.1,70.4,10.6
146,2018-03-29,15,10.2,559,22,1409,,1.4,80.9,3.7
146,2018-03-30,14.8,8.9,722,22,1432,,1.5,77.4,9
146,2018-03-31,15.8,9.8,508,22.9,1412,,1.7,60.1,9.9
146,2018-04-01,16.9,11.5,708,22.8,1617,0,1.6,71.1,1.6
146,2018-04-02,18.5,12.4,446,25.7,1454,,1.9,73.4,10.6
146,2018-04-03,19.1,13.9,519,25.3,1418,,1.6,74.1,6.3
146,2018-04-04,14.1,11.8,1153,18.5,409,5.7,1.6,95.3,.1
146,2018-04-05,11.2,9.7,2315,12.7,1123,20.2,1.9,95.5,0
146,2018-04-06,7.4,3.6,2058,10.6,1023,24.1,3.5,83.3,5.6
146,2018-04-07,5,.6,2246,9.2,1317,1.9,4.5,57.1,9.9
146,2018-04-08,8.7,0,528,15.4,1451,0,3.5,63.1,8.3
146,2018-04-09,12.5,7.6,622,18.9,1709,,1.5,58.1,10.2
146,2018-04-10,18.6,11.8,1,24.2,1356,0,3.5,49.4,10.3
146,2018-04-11,14.7,10,2339,20.6,1302,1.1,3.1,67.9,10.3
146,2018-04-12,12.5,5.7,550,19.8,1429,,1.8,50.6,9.5
146,2018-04-13,14.3,8.1,409,18.5,1633,0,1,45.8,.6
146,2018-04-14,9,7.4,2354,15,22,20.5,2.2,93.1,0
146,2018-04-15,8.8,6.1,2359,15.1,1258,,2.6,78.9,8
146,2018-04-16,10.3,3.3,558,18,1440,,1.5,68.3,10.5
146,2018-04-17,13.2,7.9,625,20.3,1459,,1.8,62.3,10.6
146,2018-04-18,12.1,6.3,554,20.1,1438,,1.6,60.6,12
146,2018-04-19,14.2,5.8,617,22.3,1516,,1.4,50.3,11.2
146,2018-04-20,17.8,9,527,28.4,1533,,1.4,56.4,11.6
146,2018-04-21,18.6,11.4,553,27.7,1332,,1.7,61.1,11.7
146,2018-04-22,19.1,15.5,44,25.4,1417,2.5,2.2,84.1,1
146,2018-04-23,14.5,12.9,2359,17.5,1,20.4,2.5,98,0
146,2018-04-24,13.3,11.3,541,15.4,1520,2.3,1.4,91.9,0
146,2018-04-25,14.9,8.8,530,22,1600,,1.5,58,10.5
146,2018-04-26,14.6,8,558,22.5,1443,,1.5,61.3,9.6
146,2018-04-27,14.7,8.4,440,21.6,1507,,1.5,68.4,10.6
146,2018-04-28,15.3,9.7,535,22.7,1520,,1.6,63.8,11.1
146,2018-04-29,16.3,8.2,509,25.2,1404,,1.5,57.5,11.9
146,2018-04-30,20.3,14.5,20,26.4,1454,,1.5,72.3,6.2
146,2018-05-01,21.4,16,520,27,1354,0,1.6,77.1,7.5
146,2018-05-02,16.2,10.2,2244,22.2,1417,35.2,2.6,93.3,.7
146,2018-05-03,11.6,9.3,327,15.7,1509,0,3.6,75.8,7.9
146,2018-05-04,14,7.8,549,19.8,1445,,2.7,54.6,12.3
146,2018-05-05,19.2,10.4,357,26.3,1534,0,1.9,46,10
146,2018-05-06,16.8,15,445,19.7,1,9.5,1.4,98.3,0
146,2018-05-07,17.7,15.2,2355,22.3,1718,15.6,1.3,94,2.1
146,2018-05-08,17.6,13,246,23.5,1508,,2.1,69.9,6.6
146,2018-05-09,15.5,9.2,513,21.9,1524,,1.8,70.8,12.6
146,2018-05-10,15.3,11.2,337,21.6,1503,,1.6,81.9,8.8
146,2018-05-11,17,10.3,630,24.5,1454,,1.4,63.6,9.8
146,2018-05-12,17.5,15.9,13,19.4,1254,17.9,1.9,90.1,0
146,2018-05-13,15.6,13,2305,19.6,1527,6.6,1.7,94.1,4.9
146,2018-05-14,20.1,12.7,636,27.6,1617,,1.2,78.6,9.5
146,2018-05-15,24.3,16.4,526,30.3,1305,0,1.5,73.4,5.5
146,2018-05-16,25.6,23.5,27,27.9,1109,0,2.6,88.9,.6
146,2018-05-17,25.8,23.9,543,29.2,1250,1.2,2.6,86.9,3.1
146,2018-05-18,19.3,15.8,2254,24.7,3,2.5,1.6,99,0
146,2018-05-19,18.7,14.5,2344,24.4,1527,0,1.6,76.6,3.3
146,2018-05-20,18,10.2,348,25.6,1244,,2.1,52.8,7.1
146,2018-05-21,18.5,10.6,537,25.5,1502,,1.4,68.3,8.8
146,2018-05-22,18.9,14.3,530,25.6,1211,13.1,1.3,82.1,5.7
146,2018-05-23,17.5,12.7,2354,23.8,1312,18.1,2.7,78.5,10.8
146,2018-05-24,18.7,10.8,520,26.1,1436,,1.8,63.4,12.9
146,2018-05-25,20.1,12.1,511,26.3,1356,,1.3,57.9,7.1
146,2018-05-26,21.2,13.7,510,29,1453,,1.5,66.1,12.8
146,2018-05-27,20.6,16.5,434,26.4,1241,,1.2,63.5,2.6
146,2018-05-28,21.6,16.2,435,29.5,1318,,1.2,69,8.2
146,2018-05-29,22.3,16.3,441,28.1,1346,,1.5,82.9,9.6
146,2018-05-30,20.3,15.7,2355,24.3,1610,2.4,1.4,95.4,3.1
146,2018-05-31,19.4,15.3,203,26.5,1548,,1.6,79.4,11
146,2018-06-01,22.6,15.2,521,30.5,1445,,1.7,69.4,13.1
146,2018-06-02,23.7,16.3,547,31,1406,,1.5,59.5,13.2
146,2018-06-03,23.4,16.9,532,31.3,1408,,1.4,58.5,10
146,2018-06-04,22.7,17.5,505,28.5,1343,,1.5,62.9,7.6
146,2018-06-05,22.9,17.9,457,28.2,1502,0,1.2,73.5,3.6
146,2018-06-06,22.7,19.1,407,29.2,1446,,1.4,84,7.9
146,2018-06-07,22.5,19,557,29.7,1546,,1.6,87.4,8.1
146,2018-06-08,21,17.7,416,27.1,1621,,1.6,88.1,5.9
146,2018-06-09,22.5,17.4,222,29.7,1406,0,1.8,84.3,5.1
146,2018-06-10,22.6,18.1,533,27.7,1120,0,1.6,74.1,4.5
146,2018-06-11,20,17.4,558,25.7,1437,13,1.3,93.4,.9
146,2018-06-12,20.2,17.8,2351,24.3,1533,,2,89.1,5.5
146,2018-06-13,22.4,17.1,520,28.7,1450,,1.4,81.6,10.4
146,2018-06-14,23.4,19,554,30.2,1528,,1.4,76.6,8
146,2018-06-15,23,17.4,438,28.2,1459,,1.8,66.5,11.4
146,2018-06-16,22.1,17,451,29.1,1502,,1.8,71.9,11.2
146,2018-06-17,22.4,17.5,533,28.2,1532,,1.3,83.8,4.3
146,2018-06-18,24.1,19.5,514,29.9,1611,,1.5,71,10.4
146,2018-06-19,21.1,19.5,2205,23.7,946,1.9,.7,92,0
146,2018-06-20,22.1,18.6,148,28.2,1439,,1.4,86.4,6.4
146,2018-06-21,22.5,18.5,204,29.2,1543,,1.6,81.5,10.3
146,2018-06-22,24.3,17.5,548,31.8,1356,,1.2,66.4,7.9
146,2018-06-23,23.6,20.5,531,30.3,1452,,1.5,71.8,7.1
146,2018-06-24,24.8,19.9,402,31.8,1439,,1.4,74,11.2
146,2018-06-25,26.1,18.7,524,34.8,1427,,1.3,63.5,9.2
146,2018-06-26,25.7,22.7,318,28.6,1353,19.2,2.6,90.9,0
146,2018-06-27,25.2,22.4,750,29.8,1501,75.6,2,93.9,5.1
146,2018-06-28,23.9,22.1,2359,26.3,1419,25.1,1.1,95.8,0
146,2018-06-29,25.2,21.9,113,29.7,1343,.2,1.3,91.1,8
146,2018-06-30,24.1,21.6,1835,28.9,1139,2.2,1.7,92,.1
146,2018-07-01,22.2,20.1,450,28.2,1140,107.4,1.7,97.4,.2
146,2018-07-02,23.7,20.6,214,26.7,1924,39.2,1.1,99,.2
146,2018-07-03,26.3,22.3,500,30.8,1252,0,2.2,86.6,7
146,2018-07-04,25.9,23.6,546,29.9,1603,0,1.7,92.4,8.7
146,2018-07-05,25.4,22.9,704,30.4,1514,7,1.1,91.8,5.5
146,2018-07-06,22.8,20.8,2355,24.5,1116,.5,1.3,96.8,.2
146,2018-07-07,24.4,18.3,529,29.4,1455,,1.4,76.5,7.9
146,2018-07-08,24.3,20.7,715,28.6,1435,,1.3,78.6,1.1
146,2018-07-09,22.8,20.7,937,24.8,2015,12.6,1.3,94.9,0
146,2018-07-10,27.5,23.5,524,31.5,1306,,1.9,85.3,5.9
146,2018-07-11,28.8,25.6,334,32.8,1641,,1.5,83.4,6.8
146,2018-07-12,28.2,24.7,544,33,1420,,1.6,87.6,9.3
146,2018-07-13,28.1,25.4,450,32.9,1417,,1.6,88.3,11.5
146,2018-07-14,28.3,24.7,457,33,1555,,1.4,86.9,10
146,2018-07-15,28.9,24.4,518,33.9,1743,,1.4,80.9,13.3
146,2018-07-16,28.2,23,543,33.3,1325,,1.4,81.4,12
146,2018-07-17,28.6,24.5,545,33.6,1409,,1.3,77.9,11.9
146,2018-07-18,28.7,24.6,514,33.4,1543,,1.2,78.9,10.8
146,2018-07-19,28.5,24.8,351,33.3,1553,,1.3,80.4,10.5
146,2018-07-20,29.5,24.1,357,36,1558,,1.2,82,12.4
146,2018-07-21,29.8,25.8,307,36.3,1356,.6,1.1,85.4,7.7
146,2018-07-22,30.6,26.2,551,35.8,1413,,1.6,75.9,8.6
146,2018-07-23,30.5,24.6,530,36,1455,,1.6,74.1,8.8
